ID,Paper Title,Publication Year,Author Keywords,Article Citation Count,Authors with Affiliations
601,Automatic Unit Test Generation for Machine Learning Libraries: How Far Are We?,2021,empirical software engineering;test case generation;testing machine learning libraries,6,"S. Wang (York University, Toronto, Canada); N. Shrestha (York University, Toronto, Canada); A. K. Subburaman (York University, Toronto, Canada); J. Wang (Chinese Academy of Sciences, Beijing, China); M. Wei (York University, Toronto, Canada); N. Nagappan (Microsoft Research, Redmond, USA)"
602,Layout and Image Recognition Driving Cross-Platform Automated Mobile Testing,2021,Cross-Platform Testing;Mobile Testing;Image Analysis;Record and Replay,7,"S. Yu (State Key Laboratory for Novel Software Technology, Nanjing University, China); C. Fang (State Key Laboratory for Novel Software Technology, Nanjing University, China); Y. Yun (State Key Laboratory for Novel Software Technology, Nanjing University, China); Y. Feng (State Key Laboratory for Novel Software Technology, Nanjing University, China)"
603,FlakeFlagger: Predicting Flakiness Without Rerunning Tests,2021,regression testing;flaky tests;reliability,12,"A. Alshammari (George Mason University, Fairfax, VA, USA); C. Morris (Carnegie Mellon University, Pittsburgh, PA, USA); M. Hilton (Carnegie Mellon University, Pittsburgh, PA, USA); J. Bell (Northeastern University, Boston, MA, USA)"
604,An Empirical Analysis of UI-Based Flaky Tests,2021,flaky test;flaky UI test;web;Android,15,"A. Romano (University at Buffalo, SUNY); Z. Song (University of Texas at Dallas); S. Grandhi (University of Texas at Dallas); W. Yang (University of Texas at Dallas); W. Wang (University at Buffalo, SUNY)"
605,GenTree: Using Decision Trees to Learn Interactions for Configurable Software,2021,interaction;decision tree;gentree;interaction learning;highly configurable;software;coverage;iterative;interaction generation;features;line coverage;coreutils;software systems;c50;classifying;tree,4,"K. Nguyen (University of Nebraska-Lincoln, USA); T. Nguyen (University of Nebraska-Lincoln, USA)"
606,Semantic Web Accessibility Testing via Hierarchical Visual Analysis,2021,web accessibility;web testing;accessibility testing;visual analysis,8,"M. Bajammal (University of British Columbia, Canada); A. Mesbah (University of British Columbia, Canada)"
607,Restoring Execution Environments of Jupyter Notebooks,2021,Jupyter Notebook;Environment;Python;API,17,"J. Wang (Faculty of Information Technology, Monash University, Melbourne, australia); L. Li (Faculty of Information Technology, Monash University, Melbourne, australia); A. Zeller (CISPA Helmholtz Center for Information Security, Saarbrucken, Germany)"
608,PyART: Python API Recommendation in Real-Time,2021,API recommendation;context analysis;data flow analysis;real time recommendation;Python,8,"X. He (State Key Laboratory for Novel Software Technology, Nanjing University, China); L. Xu (State Key Laboratory for Novel Software Technology, Nanjing University, China); X. Zhang (State Key Laboratory for Novel Software Technology, Nanjing University, China); R. Hao (State Key Laboratory for Novel Software Technology, Nanjing University, China); Y. Feng (State Key Laboratory for Novel Software Technology, Nanjing University, China); B. Xu (State Key Laboratory for Novel Software Technology, Nanjing University, China)"
609,PyCG: Practical Call Graph Generation in Python,2021,Call Graph;Program Analysis;Inter procedural Analysis;Vulnerability Propagation,16,V. Salis (Athens University of Economics and BUSAiness); T. Sotiropoulos (National Technical University of Athens); P. Louridas (Athens University of Economics and BUSAiness); D. Spinellis (Athens University of Economics and BUSAiness); D. Mitropoulos (Athens University of Economics and BUSAiness)
610,Seamless Variability Management with the Virtual Platform,2021,variability management;variant rich systems;feature location;change propagation;clone&own,6,"W. Mahmood (Chalmers | University of Gothenburg, Sweden); D. Strober (Radboud University, Nijmegen, Netherlands); T. Berger (Chalmers | University of Gothenburg, Sweden); R. Lammel (University of Koblenz-Landau, Mainz, Germany); M. Mukelabai (Chalmers | University of Gothenburg, Sweden)"
611,Fine with Ã¢â‚¬Å“1234Ã¢â‚¬Â? An Analysis of SMS One-Time Password Randomness in Android Apps,2021,OTP Authentication Protocol;Mobile Application Security;Pseudo-Random Number Generator;Vulnerability Detection;Randomness Evaluation,4,S. Ma (The University of Queensland); J. Li (Shanghai Jiao Tong University); H. Kim (Sungkyunwan University); E. Bertino (Purdue University); S. Nepal (Data61 CSIRO); D. Ostry (Data61 CSIRO); C. Sun (Xidian University)
612,AppÃ¢â‚¬â„¢s Auto-Login Function Security Testing via Android OS-Level Virtualization,2021,Social networking (online); User experience; Security; Virtualization; Smart phones; Testing; Software engineering,1,"W. Song (Wuhan University, Wuhan, China); J. Ming (The University of Texas at Arlington, Arlington, TX, USA); L. Jiang (Independent Researcher, Xian, China); H. Yan (Wuhan University, Wuhan, China); Y. Xiang (Wuhan University, Wuhan, China); Y. Chen (Wuhan University, Wuhan, China); J. Fu (Wuhan University, Wuhan, China); G. Peng (Wuhan University, Wuhan, China)"
613,ATVHunter: Reliable Version Detection of Third-Party Libraries for Vulnerability Identification in Android Applications,2021,Android;Third party libraries;vulnerability;version detection;ecosystem,27,"X. Zhan (Department of Computing, The Hong Kong Polytechnic University, Hong Kong, China); L. Fan (College of Cyber Science, Nankai University, China); S. Chen (College of Intelligence and Computing, Tianjin University, China); F. We (school of computer science and engineering, nanyang technological university, singapore, Singapore); T. Liu (Faculty of Information Technology, Monash University, australia); X. Luo (Department of Computing, The Hong Kong Polytechnic University, Hong Kong, China); Y. Liu (School of Computer Science and Engineering, school of computer science and engineering, nanyang technological university, singapore)"
614,JUSTGen: Effective Test Generation for Unspecified JNI Behaviors on JVMs,2021,Java Native Interface;Java Virtual Machine;Testing;Debugging;Empirical Study;Fuzzing,13,"S. Hwang (School of Computing, KAIST, Daejeon, South Korea); S. Lee (Department of Computer Science and Engineering, Chungnam National University, Daejeon, South Korea); J. Kim (School of Computing, KAIST, Daejeon, South Korea); S. Ryu (School of Computing, KAIST, Daejeon, South Korea)"
615,$\mu AFL$: Non-intrusive Feedback-driven Fuzzing for Microcontroller Firmware,2022,firmware security;fuzzing;microcontroller;IoT;ETM,16,"W. Li (State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, School of Cyber Security, UCAS, Beijing, China); J. Shi (Department of Computer Science, The University of Georgia, Athens, Georgia, USA); F. Li (Department of Electrical Engineering and Computer Science, The University of Kansas, Lawrence, Kansas, USA); J. Lin (School of Cyber Security, University of Science and Technology of China, Hefei, Anhui, China); W. Wang (State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China); L. Guan (Department of Computer Science, The University of Georgia, Athens, Georgia, USA)"
616,A Grounded Theory Based Approach to Characterize Software Attack Surfaces,2022,Software Security;Attack Surface;Grounded Theory;Qualitative Analysis,2,"S. Moshtari (Rochester Institute of Technology, Rochester, NY, USA); A. Okutan (Rochester Institute of Technology, Rochester, NY, USA); M. Mirakhorli (Rochester Institute of Technology, Rochester, NY, USA)"
617,A Grounded Theory of Coordination in Remote-First and Hybrid Software Teams,2022,software development;COVID-19;remote work;work-from-home;coordination;agile methods;grounded theory,2,"R. E. de Souza Santos (Faculty of Computer Science, DalhoUSAie University, Halifax, NS, Canada); P. Ralph (Faculty of Computer Science, DalhoUSAie University, Halifax, NS, Canada)"
618,A Scalable t-wise Coverage Estimator,2022,Configurable software;$t$-wise coverage;Approximation,1,"E. Baranov (Universite catholique de Louvain, Belgium); S. Chakraborty (Indian Statistical Institute, India); A. Legay (Universite catholique de Louvain, Belgium); K. S. Meel (National University of Singapore, Singapore); V. N. Variyam (University of Nebraska-Lincoln, USA)"
619,A Universal Data Augmentation Approach for Fault Localization,2022,Fault Localization;Imbalanced Data;Data Augmentation,5,"H. Xie (School of Big Data & Software Engineering, Chongqing University, Chongqing, China); Y. Lei (School of Big Data & Software Engineering, Chongqing University, Chongqing, China); M. Yan (School of Big Data & Software Engineering, Chongqing University, Chongqing, China); Y. Yu (National University of Defense Technology, Changsha, China); X. Xia (Software Engineering Application Technology Lab, Huawei, China); X. Mao (National University of Defense Technology, Changsha, China)"
620,Adaptive Performance Anomaly Detection for Online Service Systems via Pattern Sketching,2022,Cloud computing;performance anomaly detection;online learning,1,"Z. Chen (The Chinese University of Hong Kong, Hong Kong, China); J. Liu (The Chinese University of Hong Kong, Hong Kong, China); Y. Su (School of Software Engineering, Sun Yat-sen University, Zhuhai, China); H. Zhang (The University of Newcastle, NSW, australia); X. Ling (Yongqiang Yang Huawei Cloud BU, Beijing, China); M. R. Lyu (The Chinese University of Hong Kong, Hong Kong, China)"
621,Adaptive Test Selection for Deep Neural Networks,2022,deep learning testing;deep neural networks;adaptive random testing;test selection,14,"X. Gao (state key laboratory for novel software technology, nanjing university, China); Y. Feng (state key laboratory for novel software technology, nanjing university, China); Y. Yin (state key laboratory for novel software technology, nanjing university, China); Z. Liu (state key laboratory for novel software technology, nanjing university, China); Z. Chen (state key laboratory for novel software technology, nanjing university, China); B. Xu (state key laboratory for novel software technology, nanjing university, China)"
622,An Exploratory Study of Deep learning Supply Chain,2022,software supply chain;deep learning;open source;software structure;software evolution,4,"X. Tan (State Key Laboratory of Software Development Environment, School of Computer Science and Engineering Beihang University, Beijing, China); K. Gao (School of Software & Microelectronics, Peking University, Beijing, China); M. Zhou (Key Laboratory of High Confidence Software Technologies, Ministry of Education, School of Computer Science, Peking University, Beijing, China); L. Zhang (State Key Laboratory of Software Development Environment, School of Computer Science and Engineering Beihang University, Beijing, China)"
623,An Exploratory Study of Productivity Perceptions in Software Teams,2022,Team;Productivity;Software Developer;User Study,1,"A. Ruvimova (University of Zurich, Zurich, Switzerland); A. Lill (University of Zurich, Zurich, Switzerland); J. Gugler (University of Zurich, Zurich, Switzerland); L. Howe (University of Zurich, Zurich, Switzerland); E. Huang (University of Zurich, Zurich, Switzerland); G. Murphy (University of British Columbia, Vancouver, Canada); T. Fritz (University of Zurich, Zurich, Switzerland)"
624,Analyzing User Perspectives on Mobile App Privacy at Scale,2022,privacy;nlp;mobile apps;empirical,2,"P. Nema (Google, Bangalore, India); P. Anthonysamy (Google, Zurich, Switzerland); N. Taft (Google, Mountain View, USA); S. T. Peddinti (Google, Mountain View, USA)"
625,APER: Evolution-Aware Runtime Permission Misuse Detection for Android Apps,2022,Android Runtime Permission;Compatibility Issues;Static Analysis,3,"S. Wang (Southern University of Science and Technology, Shenzhen, China); Y. Wang (Northeastern University, Shenyang, China); X. Zhan (The Hong Kong Polytechnic University, Hong Kong, China); Y. Wang (Northeastern University, Shenyang, China); Y. Liu (Southern University of Science and Technology, Shenzhen, China); X. Luo (The Hong Kong Polytechnic University, Hong Kong, China); S. -C. Cheung (The Hong Kong University of Science and Technology and Guangzhou HKUSAT Fok Ying Tung Research Institute, Hong Kong, China)"
